0.2068, 0.1388
0.2509, 0.1387
0.2951, 0.1388
0.3392, 0.1389
0.3833, 0.1392
0.4275, 0.1391
0.4716, 0.1389
0.5157, 0.1392
0.5601, 0.1372
0.6038, 0.1393
0.6473, 0.1388
0.6923, 0.1409
0.7366, 0.1423
0.7809, 0.1450
0.8253, 0.1499
0.8690, 0.1589
0.9025, 0.1726
0.9198, 0.1842
0.9297, 0.1970
0.9378, 0.2109
0.9432, 0.2250
0.9464, 0.2455
0.9541, 0.2672
0.9573, 0.2773
0.9609, 0.2878
0.9667, 0.3063
0.9699, 0.3211
0.9732, 0.3367
0.9751, 0.3551
0.9840, 0.3779
0.9894, 0.3933
0.9956, 0.4107
1.0008, 0.4321
1.0421, 0.4451
1.0870, 0.4516
1.1310, 0.4491
1.1747, 0.4438
1.2184, 0.4376
1.2621, 0.4310
1.3086, 0.4226
1.3461, 0.4194
1.3839, 0.4115
1.4207, 0.4102
1.4679, 0.4029
1.5116, 0.3971
1.5554, 0.3913
1.6016, 0.3842
1.6404, 0.3811
1.6865, 0.3734
1.7181, 0.3684
1.7613, 0.3658
1.8051, 0.3602
1.8487, 0.3523
1.9129, 0.3465
1.9569, 0.3451
1.9943, 0.3395
2.0372, 0.3328
2.0806, 0.3283
2.1244, 0.3238
2.1682, 0.3195
2.2121, 0.3151
2.2559, 0.3110
2.2997, 0.3068
2.3436, 0.3028
2.3873, 0.2968
2.4399, 0.2935
2.4683, 0.2889
2.5163, 0.2896
2.5533, 0.2877
2.6005, 0.2817
2.6444, 0.2784
2.6882, 0.2749
2.7321, 0.2715
2.7760, 0.2684
2.8200, 0.2655
2.8639, 0.2623
2.9078, 0.2596
2.9518, 0.2569
2.9941, 0.2540
